"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL249951";"";"0";"225.34";"0";"3.50";"10b";"CN(C)CC1CC1c1ccc2ccccc2c1";"IC50";"'='";"8.6";"nM";"8.07";"";"";"UO_0000065";"35.79";"0.65";"4.57";"248.94";"False";"CHEMBL940969";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139814";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL403080";"";"0";"306.79";"0";"3.91";"13";"COc1cc(Cl)ccc1Oc1cc(C)ncc1CN(C)C";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"25.71";"0.51";"3.98";"22.80";"False";"CHEMBL929225";"Inhibition of [3H]5-HT uptake at human recombinant 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145616";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715";""
"CHEMBL255768";"";"0";"303.45";"0";"3.77";"12";"CN(C)C[C@H]1CCCC[C@]1(OCC1CC1)c1cccc(O)c1";"IC50";"'='";"3667.0";"nM";"5.44";"";"";"UO_0000065";"17.91";"0.34";"1.67";"16.62";"False";"CHEMBL948140";"Inhibition of SERT mediated 5-hydroxytryptamine uptake";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141623";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL251763";"";"0";"239.36";"0";"3.90";"9c";"CCN(C)CC1CC1c1cccc2ccccc12";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"30.23";"0.55";"3.34";"223.35";"False";"CHEMBL940969";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139814";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL249951";"";"0";"225.34";"0";"3.50";"(-)-10b";"CN(C)CC1CC1c1ccc2ccccc2c1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"30.42";"0.55";"3.35";"211.54";"False";"CHEMBL940969";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139814";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL404345";"";"0";"300.45";"0";"3.08";"rac-9i";"CCN(C(=O)C1(c2ccccc2)CC1CN)C1CCCCC1";"IC50";"'='";"7500.0";"nM";"5.12";"";"";"UO_0000065";"17.06";"0.32";"2.04";"11.06";"False";"CHEMBL932889";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143218";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL404364";"";"0";"260.38";"0";"2.16";"rac-9f";"CCCN(CC)C(=O)C1(c2ccccc2)CC1CN";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"22.16";"0.41";"3.61";"12.45";"False";"CHEMBL932889";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143218";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL249107";"";"0";"226.32";"0";"2.90";"7";"CN(C)CC1CC1c1cnc2ccccc2c1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"30.43";"0.55";"3.99";"42.69";"False";"CHEMBL940969";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139814";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL270786";"";"0";"291.44";"0";"3.77";"10";"CCCO[C@]1(c2cccc(O)c2)CCCC[C@@H]1CN(C)C";"IC50";"'='";"2798.0";"nM";"5.55";"";"";"UO_0000065";"19.05";"0.36";"1.78";"16.98";"False";"CHEMBL948140";"Inhibition of SERT mediated 5-hydroxytryptamine uptake";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141623";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL4452761";"";"0";"440.56";"0";"2.86";"9b";"c1ccc(C(c2ccccc2)c2nnnn2CCCN2CCN(c3ncccn3)CC2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4433103";"Inhibition of [3H]-5-hydroxytryptamine reuptake in human SERT expressed in HEK293 cells by liquid scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4431391";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307715";""
"CHEMBL64894";"GENTIAN VIOLET";"4";"407.99";"0";"4.46";"GENTIAN VIOLET";"CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL259209";"MILNACIPRAN";"4";"246.35";"0";"1.77";"1";"CCN(CC)C(=O)C1(c2ccccc2)CC1CN";"IC50";"'='";"420.0";"nM";"6.38";"";"";"UO_0000065";"25.88";"0.48";"4.61";"13.76";"True";"CHEMBL948471";"Displacement of [alpha,beta-3H(N)]-5-hydroxytryptamine from human cloned SERT expressed in HEK293 cells by microplate scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152288";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL1487";"ATORVASTATIN";"4";"558.65";"2";"6.31";"ATORVASTATIN";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL2337607";"";"0";"322.24";"0";"4.72";"24a";"Clc1cc(Cl)cc(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1";"IC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"25.45";"0.53";"3.48";"38.57";"False";"CHEMBL2343889";"Inhibition of human recombinant SERT expressed in HEK293 cells assessed as inhibition of [3H]5HT reuptake";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331276";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"CHEMBL3307715";""
"CHEMBL373385";"";"0";"273.38";"0";"2.73";"3f";"COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(C)cc1)N2C";"IC50";"'='";"4250.0";"nM";"5.37";"";"";"UO_0000065";"19.65";"0.37";"2.64";"18.18";"False";"CHEMBL915414";"Displacement of [3H]paroxetine from 5HTT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149262";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL1020";"TOLMETIN";"4";"257.29";"0";"2.19";"TOLMETIN";"Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL93";"ZILEUTON";"4";"236.30";"0";"2.73";"ZILEUTON";"CC(c1cc2ccccc2s1)N(O)C(N)=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL2347851";"";"0";"416.41";"1";"7.14";"7";"FC(F)(F)c1cc(COCC2(c3ccccc3)CCCCC2)cc(C(F)(F)F)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2351265";"Displacement of [125I]RTI-55 from human recombinant SERT expressed in HEK293 cells after 1 hr by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346641";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3307715";""
"CHEMBL566830";"";"0";"211.69";"0";"2.47";"1dd";"CC(C(=O)c1cccc(Cl)c1)N(C)C";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1041762";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156106";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL1175";"DULOXETINE";"4";"297.42";"0";"4.63";"duloxetine";"CNCC[C@H](Oc1cccc2ccccc12)c1cccs1";"IC50";"'='";"10.4";"nM";"7.98";"";"";"UO_0000065";"26.84";"0.52";"3.35";"37.55";"False";"CHEMBL3385965";"Inhibition of human SERT expressed in HEK293 cells at incubated for 15 mins by neurotransmitter reuptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352820";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";"CHEMBL3307715";""
"CHEMBL471036";"LITOXETINE";"1";"241.33";"0";"3.11";"Litoxetine";"c1ccc2cc(COC3CCNCC3)ccc2c1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"34.07";"0.62";"5.11";"38.67";"False";"CHEMBL954293";"Inhibition of radiolabeled serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153958";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715";""
"CHEMBL469551";"";"0";"252.32";"0";"2.70";"25";"N#Cc1ccc2cc(OC[C@H]3CCNC3)ccc2c1";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"29.45";"0.53";"4.73";"16.50";"False";"CHEMBL954293";"Inhibition of radiolabeled serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153958";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715";""
"CHEMBL3216300";"";"0";"646.32";"1";"4.99";"39";"CCCc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl";"IC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"14.16";"0.28";"2.10";"13.27";"False";"CHEMBL1827735";"Displacement of [3H]impiramine from human serotonin transporter membrane expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821711";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL3216098";"";"0";"632.29";"0";"4.74";"40";"Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl";"IC50";"'='";"10.2";"nM";"7.99";"";"";"UO_0000065";"16.43";"0.33";"3.25";"14.97";"False";"CHEMBL1827735";"Displacement of [3H]impiramine from human serotonin transporter membrane expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821711";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL4093087";"";"0";"338.43";"0";"4.20";"S-5";"CCN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"19.36";"0.36";"2.35";"18.07";"False";"CHEMBL4001847";"Displacement of [3H]-S-citalopram from human SERT primary site (S1) expressed in African green monkey COS7 cell membranes after 2 hrs by microbeta scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4000221";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL451460";"";"0";"227.31";"0";"2.83";"24";"c1ccc2cc(OCC3CCNC3)ccc2c1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"33.44";"0.61";"4.77";"35.76";"False";"CHEMBL954293";"Inhibition of radiolabeled serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153958";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715";""
"CHEMBL485397";"";"0";"453.53";"0";"4.66";"56b";"NC(=O)c1ccc(F)c2c1CC(N(CCCCn1ccc3cc(F)ccc31)C1CCC1)CO2";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL984526";"Inhibition of 5-HT transporter-mediated [3H]5HT uptake in human Jar cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142498";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307657";""
"CHEMBL482292";"";"0";"373.31";"0";"3.29";"34";"CN(C)Cc1cc(S(N)(=O)=O)ccc1Cc1ccc(Cl)c(Cl)c1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"19.35";"0.43";"3.93";"11.39";"False";"CHEMBL1012267";"Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155050";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715";""
"CHEMBL469605";"";"0";"290.39";"0";"1.82";"15";"CN([C@@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1";"IC50";"'='";"138.0";"nM";"6.86";"";"";"UO_0000065";"23.62";"0.47";"5.04";"13.88";"False";"CHEMBL954293";"Inhibition of radiolabeled serotonin reuptake at human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153958";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715";""
"CHEMBL383128";"";"0";"377.32";"0";"4.88";"7";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cccc(C(=O)N(C)C)c21";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"18.16";"0.37";"1.97";"21.19";"False";"CHEMBL862304";"Inhibition of serotonin re-uptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139648";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL204005";"";"0";"350.25";"0";"4.88";"4";"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cccc(C(=O)O)c21";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"21.44";"0.45";"2.63";"15.22";"False";"CHEMBL862304";"Inhibition of serotonin re-uptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139648";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL455221";"";"0";"281.37";"0";"3.05";"30e";"COc1ccc(F)cc1CCCC[C@H]1CC[C@H](CN)O1";"IC50";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"25.15";"0.48";"4.03";"15.91";"False";"CHEMBL1031548";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152751";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL556268";"";"0";"351.28";"0";"4.82";"rac-6e";"Cc1ccc(C(Oc2cccc(Cl)c2Cl)C2CCNCC2)nc1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"22.19";"0.46";"2.98";"22.83";"False";"CHEMBL1024553";"Inhibition of [3H]5-HT uptake at human 5HTT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151858";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715";""
"CHEMBL1371";"CHLORZOXAZONE";"4";"169.57";"0";"1.77";"CHLORZOXAZONE";"O=c1[nH]c2cc(Cl)ccc2o1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL540445";"PARTHENOLIDE";"2";"248.32";"0";"2.76";"PARTHENOLIDE";"C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL289469";"GRANISETRON";"4";"312.42";"0";"2.32";"GRANISETRON";"CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
"CHEMBL213754";"";"0";"324.47";"0";"3.66";"22";"CCCOc1ccccc1CC(c1ccccc1)N1CCNCC1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"23.60";"0.44";"4.00";"31.26";"False";"CHEMBL869834";"Inhibition of [3H]5-HT uptake at 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146859";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307715";""
"CHEMBL376852";"";"0";"237.77";"0";"3.98";"(RS/SR)-10b";"CCC(c1ccc(Cl)cc1)C1CCCCN1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"23.64";"0.48";"1.64";"46.71";"False";"CHEMBL911127";"Inhibition of [3H]5-HT uptake into human SERT expressing HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139231";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3307715";""
"CHEMBL469947";"";"0";"276.41";"0";"2.14";"5d";"C=CCN(C(=O)[C@@]1(c2cccs2)C[C@H]1CN)C1CC1";"IC50";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"26.58";"0.53";"5.21";"15.86";"False";"CHEMBL948471";"Displacement of [alpha,beta-3H(N)]-5-hydroxytryptamine from human cloned SERT expressed in HEK293 cells by microplate scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152288";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL388850";"";"0";"277.41";"0";"4.42";"3a";"CN1C2CCC1[C@@H](c1ccccc1)[C@@H](c1ccccc1)C2";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"16.86";"0.30";"0.26";"144.38";"False";"CHEMBL915900";"Displacement of [3H]paroxetine from 5HTT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140295";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL426123";"";"0";"258.23";"0";"0.09";"(-)-THALIDOMIDE";"O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909109";"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";""
